# file...... Load671Power.csv
# date...... Wed Aug 15 12:08:11 2018
# user...... hu000007
# host...... (null)
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,l671:constant_power_A,l671:constant_power_B,l671:constant_power_C,l6711:constant_power_A,l6711:constant_power_B,l6711:constant_power_C
2000-03-26 00:01:00 EST,+82421.6+48483.3j,+114903+66156.1j,+135800+78926.3j,+55588.3+21776.9j,+74522.5+65755.1j,+149855+109549j
2000-03-26 01:01:00 EST,+78745.3+46320.8j,+118310+68118j,+126565+73559.3j,+73865.8+28937.1j,+72005.7+63534.5j,+150153+109767j
2000-03-26 02:01:00 EST,+78091.8+45936.3j,+131010+75429.8j,+129465+75244.4j,+92403.6+36199.4j,+72894.8+64319j,+149678+109420j
2000-03-26 03:01:00 EST,+77859.2+45799.6j,+129719+74686.8j,+128800+74857.9j,+58553.8+22938.6j,+74637.3+65856.5j,+149732+109459j
2000-03-26 04:01:00 EST,+82280.6+48400.4j,+129907+74795j,+122507+71200.7j,+82025.1+32133.5j,+75327.8+66465.7j,+149828+109529j
2000-03-26 05:01:00 EST,+76332.4+44901.4j,+113994+65633j,+128944+74941.9j,+94294.9+36940.3j,+72800+64235.3j,+150003+109657j
2000-03-26 06:01:00 EST,+82453.2+48501.9j,+128873+74199.8j,+120051+69773.2j,+92768.1+36342.2j,+71252.5+62869.9j,+149744+109468j
2000-03-26 07:01:00 EST,+82578.1+48575.3j,+113184+65166.4j,+120906+70270.2j,+70601.2+27658.2j,+72288+63783.5j,+150104+109731j
2000-03-26 08:01:00 EST,+77021.9+45307j,+130298+75020.1j,+121503+70616.9j,+82586.3+32353.4j,+73064.8+64469j,+149886+109572j
2000-03-26 09:01:00 EST,+75930.2+44664.8j,+109772+63202.3j,+133069+77339.2j,+82853.7+32458.2j,+73983.9+65279.9j,+150051+109692j
2000-03-26 10:01:00 EST,+80336.8+47257j,+109889+63269.3j,+119798+69626.1j,+63773.8+24983.6j,+74780.1+65982.4j,+149662+109408j
2000-03-26 11:01:00 EST,+76668.9+45099.4j,+122046+70269.1j,+120996+70322.3j,+90634.7+35506.4j,+73822.3+65137.3j,+150098+109727j
2000-03-26 12:01:00 EST,+81287.3+47816j,+124960+71946.8j,+127141+73894j,+93531.3+36641.1j,+70733.7+62412.1j,+149946+109615j
2000-03-26 13:01:00 EST,+77077.7+45339.8j,+120758+69527.3j,+135029+78478.4j,+52833.6+20697.7j,+71082.5+62719.8j,+150021+109671j
2000-03-26 14:01:00 EST,+81488.3+47934.3j,+108895+62697.4j,+121336+70520.3j,+52524.6+20576.6j,+74798.6+65998.8j,+149669+109413j
2000-03-26 15:01:00 EST,+80090.2+47111.9j,+123096+70873.7j,+128827+74873.6j,+86585.5+33920.1j,+72516.2+63984.9j,+149758+109478j
2000-03-26 16:01:00 EST,+81053.2+47678.4j,+120536+69399.6j,+134790+78339.5j,+95937+37583.6j,+72391.2+63874.6j,+149655+109403j
2000-03-26 17:01:00 EST,+80442.4+47319j,+114231+65769.5j,+134679+78274.9j,+98423.9+38557.8j,+72370+63855.8j,+149841+109539j
2000-03-26 18:01:00 EST,+75412.2+44360.1j,+128602+74043.4j,+131190+76247j,+74613.1+29229.9j,+74724.3+65933.2j,+149986+109645j
2000-03-26 19:01:00 EST,+80619+47423j,+129706+74679.1j,+130994+76133.2j,+63794.4+24991.6j,+74977.5+66156.6j,+150086+109718j
2000-03-26 20:01:00 EST,+79288.5+46640.3j,+129903+74792.8j,+130960+76113.6j,+57436.4+22500.8j,+72926.4+64346.8j,+149701+109437j
2000-03-26 21:01:00 EST,+82076.4+48280.3j,+110943+63876.4j,+132055+76749.9j,+63127+24730.2j,+70692.3+62375.6j,+149642+109394j
2000-03-26 22:01:00 EST,+76845.7+45203.3j,+116968+67345.5j,+123912+72017.4j,+86186.3+33763.7j,+73517.1+64868.1j,+149954+109621j
2000-03-26 23:01:00 EST,+80750.2+47500.1j,+109250+62901.3j,+132146+76802.9j,+71250.1+27912.4j,+72686+64134.7j,+150109+109735j
2000-03-27 00:01:00 EST,+81610.8+48006.3j,+118790+68394.3j,+128800+74858.4j,+97478.3+38187.4j,+72344.6+63833.5j,+150137+109755j
2000-03-27 01:01:00 EST,+77698.3+45704.9j,+120274+69248.7j,+130106+75617.4j,+82598.8+32358.3j,+72575.3+64037j,+150021+109670j
2000-03-27 02:01:00 EST,+82392.1+48465.9j,+129702+74676.6j,+120196+69857.2j,+85800+33612.4j,+71921.8+63460.4j,+149762+109481j
2000-03-27 03:01:00 EST,+82078.2+48281.3j,+126403+72777.3j,+135709+78873.6j,+103077+40380.5j,+74463+65702.6j,+149745+109468j
2000-03-27 04:01:00 EST,+77332.6+45489.8j,+121281+69828.5j,+120863+70245.2j,+67497+26442.1j,+72999.4+64411.2j,+149699+109435j
2000-03-27 05:01:00 EST,+75109.3+44181.9j,+126458+72809.4j,+134186+77988.7j,+79552.1+31164.8j,+75356.3+66490.9j,+149777+109492j
2000-03-27 06:01:00 EST,+74988.3+44110.8j,+108622+62540.2j,+119779+69615.2j,+51415.4+20142.1j,+70679.7+62364.5j,+149591+109356j
2000-03-27 07:01:00 EST,+74855.8+44032.8j,+77093.2+44387j,+117042+68024.3j,+50574.4+19812.7j,+67321.7+59401.5j,+141697+103586j
2000-03-27 08:01:00 EST,+74450.5+43794.4j,+95792.1+55153.1j,+118389+68807.5j,+48671.4+19067.1j,+65130.8+57468.4j,+143308+104763j
2000-03-27 09:01:00 EST,+74954.8+44091j,+86492+49798.4j,+114898+66778.2j,+49318.4+19320.6j,+70110.1+61861.9j,+149419+109230j
2000-03-27 10:01:00 EST,+73669.2+43334.8j,+105109+60517.6j,+118302+68756.7j,+50251.2+19686j,+65062.5+57408.1j,+145669+106489j
2000-03-27 11:01:00 EST,+74922.9+44072.3j,+79355.1+45689.3j,+117802+68465.9j,+48770.9+19106.1j,+69910.4+61685.7j,+145887+106649j
2000-03-27 12:01:00 EST,+73771.3+43394.9j,+94375.7+54337.5j,+117909+68528.6j,+47593.6+18644.9j,+70274+62006.5j,+144912+105936j
2000-03-27 13:01:00 EST,+73914.3+43479j,+88428.4+50913.3j,+116429+67668.4j,+51024.2+19988.9j,+69352.7+61193.5j,+148362+108458j
2000-03-27 14:01:00 EST,+73953.5+43502.1j,+95249.2+54840.5j,+114117+66324.3j,+50300.1+19705.2j,+64934.2+57294.9j,+143815+105133j
2000-03-27 15:01:00 EST,+73789.8+43405.8j,+84977.2+48926.3j,+117693+68402.6j,+47603.2+18648.7j,+65509.4+57802.4j,+138518+101261j
2000-03-27 16:01:00 EST,+74491.7+43818.7j,+81232.5+46770.2j,+118913+69111.8j,+49667.1+19457.2j,+70662.5+62349.2j,+141815+103672j
2000-03-27 17:01:00 EST,+74959.2+44093.6j,+102617+59082.6j,+118622+68942.5j,+48881.1+19149.3j,+65802.5+58061j,+148678+108689j
2000-03-27 18:01:00 EST,+74430.8+43782.8j,+97178.8+55951.5j,+119539+69475.9j,+47667.4+18673.8j,+69460+61288.2j,+139967+102321j
2000-03-27 19:01:00 EST,+74250.6+43676.8j,+90854.6+52310.2j,+112832+65577.6j,+49304.5+19315.2j,+70600.4+62294.5j,+149018+108937j
2000-03-27 20:01:00 EST,+74679.5+43929.1j,+98876+56928.6j,+114685+66654.8j,+49292.4+19310.4j,+70630.6+62321.1j,+143384+104818j
2000-03-27 21:01:00 EST,+73745.6+43379.8j,+95966+55253.2j,+117021+68012.2j,+50191+19662.4j,+68951.6+60839.6j,+141701+103588j
2000-03-27 22:01:00 EST,+74459.7+43799.9j,+102278+58887.5j,+117204+68118.4j,+48846.7+19135.8j,+66959.1+59081.6j,+140401+102638j
2000-03-27 23:01:00 EST,+74844.7+44026.3j,+98097+56480.1j,+114209+66377.7j,+47564.2+18633.4j,+68585.6+60516.7j,+148907+108856j
2000-03-28 00:01:00 EST,+74861.8+44036.4j,+82047.3+47239.3j,+118338+68777.7j,+51228.2+20068.8j,+65751.5+58016j,+149137+109024j
2000-03-28 01:01:00 EST,+74465.8+43803.4j,+95856.4+55190.1j,+116602+67768.5j,+48462.1+18985.1j,+68474.7+60418.9j,+144241+105445j
2000-03-28 02:01:00 EST,+74852.7+44031j,+86833+49994.7j,+114229+66389.7j,+49161+19258.9j,+70435.4+62148.9j,+140141+102448j
2000-03-28 03:01:00 EST,+73700+43352.9j,+93208.7+53665.6j,+118715+68996.8j,+51187.1+20052.7j,+67917.3+59927j,+147369+107732j
2000-03-28 04:01:00 EST,+74134.6+43608.6j,+98723.8+56841j,+113896+66196j,+50441.2+19760.5j,+69533.5+61353.1j,+139474+101960j
2000-03-28 05:01:00 EST,+74825.4+44015j,+103935+59841.3j,+114060+66291.5j,+48190.8+18878.9j,+66291+58492.1j,+143793+105117j
2000-03-28 06:01:00 EST,+74357.8+43739.9j,+83763.3+48227.3j,+118878+69091.2j,+49559.7+19415.1j,+67504.6+59562.8j,+146267+106926j
2000-03-28 07:01:00 EST,+74086.7+43580.4j,+97098.9+55905.4j,+116360+67627.8j,+49703.2+19471.4j,+64922.7+57284.7j,+142783+104379j
2000-03-28 08:01:00 EST,+74050.7+43559.3j,+101048+58179.2j,+112457+65359.6j,+50540+19799.2j,+67397+59467.9j,+147583+107888j
2000-03-28 09:01:00 EST,+74478.4+43810.8j,+96630.6+55635.8j,+112636+65463.5j,+50998.2+19978.7j,+68378.5+60333.9j,+141285+103284j
2000-03-28 10:01:00 EST,+74277.9+43692.9j,+101673+58539.1j,+112169+65192.3j,+49769.6+19497.4j,+65869+58119.7j,+139057+101656j
2000-03-28 11:01:00 EST,+74401+43765.3j,+88106.1+50727.7j,+114914+66787.7j,+50868.6+19927.9j,+68441.7+60389.7j,+141821+103676j
2000-03-28 12:01:00 EST,+74164+43625.9j,+77723.1+44749.7j,+116962+67978.2j,+48353+18942.4j,+68383.2+60338.1j,+147624+107918j
2000-03-28 13:01:00 EST,+74375.3+43750.2j,+103815+59772.4j,+112033+65113.1j,+49447.6+19371.2j,+70666.1+62352.4j,+141180+103208j
2000-03-28 14:01:00 EST,+74253.3+43678.4j,+97218.7+55974.4j,+118340+68778.8j,+51309.5+20100.6j,+64836.9+57209j,+141758+103630j
2000-03-28 15:01:00 EST,+74211.6+43653.9j,+84051.8+48393.5j,+114230+66390.3j,+48173.9+18872.3j,+65433.3+57735.3j,+146580+107155j
2000-03-28 16:01:00 EST,+73770.2+43394.2j,+105346+60653.8j,+114875+66764.8j,+49401.3+19353.1j,+65318.2+57633.7j,+142319+104040j
2000-03-28 17:01:00 EST,+74591.4+43877.3j,+77004.4+44335.9j,+118621+68942j,+51220.8+20065.9j,+65649.2+57925.8j,+144762+105826j
2000-03-28 18:01:00 EST,+74533.9+43843.4j,+92902.1+53489.1j,+113933+66217.5j,+49432.1+19365.1j,+66208.9+58419.6j,+147324+107699j
2000-03-28 19:01:00 EST,+73907.5+43475j,+94185+54227.7j,+118876+69090.3j,+51065.7+20005.1j,+65904.9+58151.4j,+148050+108230j
2000-03-28 20:01:00 EST,+73631.1+43312.4j,+104377+60095.9j,+114479+66534.6j,+49014.5+19201.6j,+65916.2+58161.4j,+145840+106614j
2000-03-28 21:01:00 EST,+74545.8+43850.5j,+100455+57837.8j,+114886+66771.1j,+49238.3+19289.2j,+66607.8+58771.6j,+139498+101978j
2000-03-28 22:01:00 EST,+74781.1+43988.9j,+80490.4+46343j,+117950+68552.4j,+51406.7+20138.7j,+64871.4+57239.4j,+140390+102630j
2000-03-28 23:01:00 EST,+73723.6+43366.8j,+85346.2+49138.7j,+119751+69598.9j,+51401.2+20136.5j,+69397.6+61233.2j,+143841+105153j
2000-03-29 00:01:00 EST,+73631+43312.4j,+88659.8+51046.6j,+115895+67358j,+49096.8+19233.8j,+65611.8+57892.8j,+149081+108984j
2000-03-29 01:01:00 EST,+74695.4+43938.4j,+88620.4+51023.9j,+117682+68396.4j,+48155.9+18865.2j,+65604.4+57886.2j,+148037+108220j
2000-03-29 02:01:00 EST,+74503.9+43825.8j,+77073.5+44375.6j,+117168+68097.7j,+48106.4+18845.8j,+69231.6+61086.7j,+143940+105225j
2000-03-29 03:01:00 EST,+74673.4+43925.5j,+86307.3+49692.1j,+116790+67878.2j,+48810.5+19121.6j,+67371.5+59445.4j,+148155+108306j
2000-03-29 04:01:00 EST,+74601.8+43883.4j,+93875+54049.2j,+118372+68797.5j,+50014.5+19593.3j,+68038.7+60034.2j,+149331+109166j
2000-03-29 05:01:00 EST,+74101.7+43589.3j,+107589+61945.2j,+112875+65602.4j,+50940.7+19956.1j,+68053+60046.7j,+143787+105113j
2000-03-29 06:01:00 EST,+73632.3+43313.1j,+76961.6+44311.2j,+118284+68746j,+47834.9+18739.5j,+68111.9+60098.7j,+148172+108319j
2000-03-29 07:01:00 EST,+74899.6+44058.6j,+98773.5+56869.6j,+116575+67752.8j,+50658.7+19845.7j,+66865.7+58999.2j,+138878+101525j
2000-03-29 08:01:00 EST,+74196.1+43644.8j,+82136.5+47290.7j,+119401+69395.2j,+50738.3+19876.9j,+70274.7+62007.1j,+146429+107045j
2000-03-29 09:01:00 EST,+74126.9+43604j,+95415.9+54936.4j,+112178+65197.2j,+51058.3+20002.2j,+69185.4+61045.9j,+138807+101472j
2000-03-29 10:01:00 EST,+74914+44067.1j,+94225+54250.7j,+119159+69254.6j,+48211+18886.8j,+68422.2+60372.5j,+142895+104461j
2000-03-29 11:01:00 EST,+73718.2+43363.7j,+99428+57246.4j,+113328+65865.6j,+48812.6+19122.5j,+67177.5+59274.3j,+141311+103303j
2000-03-29 12:01:00 EST,+73856.3+43444.9j,+96316.7+55455.1j,+116835+67904j,+48457+18983.1j,+67725.2+59757.5j,+146504+107099j
2000-03-29 13:01:00 EST,+73754.6+43385.1j,+81922+47167.2j,+118595+68927j,+50196.9+19664.8j,+68226.4+60199.8j,+148884+108839j
2000-03-29 14:01:00 EST,+74473.1+43807.7j,+83689.9+48185.1j,+118560+68906.4j,+48709.2+19082j,+70146.1+61893.6j,+142335+104052j
2000-03-29 15:01:00 EST,+74871+44041.8j,+107440+61859.3j,+115246+66980.4j,+49293.5+19310.8j,+68686.2+60605.5j,+140824+102947j
2000-03-29 16:01:00 EST,+73658.7+43328.6j,+104547+60193.6j,+114006+66260.1j,+49553.3+19412.6j,+66504.4+58680.3j,+141148+103184j
2000-03-29 17:01:00 EST,+74879.6+44046.8j,+101696+58552.2j,+112057+65127.2j,+49654+19452.1j,+64787.7+57165.6j,+142694+104314j
2000-03-29 18:01:00 EST,+74009.9+43535.2j,+84073.7+48406.1j,+115455+67102.2j,+51103.2+20019.8j,+65034.6+57383.5j,+147940+108150j
2000-03-29 19:01:00 EST,+74620.4+43894.4j,+100331+57766.5j,+116571+67750.5j,+48555.4+19021.7j,+66910+59038.3j,+141307+103300j
2000-03-29 20:01:00 EST,+73716.4+43362.6j,+94104.4+54181.3j,+118659+68964.1j,+49354.6+19334.8j,+64983.9+57338.8j,+145084+106061j
2000-03-29 21:01:00 EST,+74092.3+43583.7j,+89483.2+51520.6j,+114281+66419.6j,+51332+20109.5j,+68278.5+60245.8j,+142306+104031j
2000-03-29 22:01:00 EST,+74771.3+43983.1j,+89573.4+51572.5j,+118652+68960.4j,+48736+19092.4j,+67768.6+59795.8j,+146638+107198j
2000-03-29 23:01:00 EST,+74313.6+43713.9j,+80189.6+46169.7j,+114538+66569.1j,+49182+19267.2j,+69294.1+61141.8j,+147879+108105j
2000-03-30 00:01:00 EST,+74811.6+44006.8j,+86120.5+49584.5j,+114468+66528.5j,+49942.9+19565.2j,+65998+58233.5j,+142056+103848j
2000-03-30 01:01:00 EST,+74277.5+43692.7j,+98319.7+56608.3j,+115229+66970.8j,+51007.6+19982.4j,+67160.6+59259.3j,+145265+106194j
2000-03-30 02:01:00 EST,+74747.9+43969.3j,+87370.5+50304.2j,+115463+67106.9j,+50636.9+19837.1j,+66961.3+59083.5j,+142324+104044j
2000-03-30 03:01:00 EST,+73897.8+43469.3j,+105570+60782.9j,+112230+65227.6j,+50077.8+19618.1j,+67891.7+59904.4j,+145647+106473j
2000-03-30 04:01:00 EST,+74574.3+43867.2j,+89004.7+51245.1j,+117587+68341.2j,+50126.3+19637.1j,+67791.1+59815.7j,+139248+101795j
2000-03-30 05:01:00 EST,+74883.4+44049j,+85698.2+49341.4j,+117996+68579.1j,+50939+19955.5j,+69253.8+61106.3j,+141552+103480j
2000-03-30 06:01:00 EST,+74790.9+43994.6j,+103426+59548.2j,+113337+65871.2j,+49254.6+19295.6j,+68513.1+60452.7j,+143931+105219j
2000-03-30 07:01:00 EST,+74926.2+44074.2j,+79579.7+45818.6j,+116913+67949.5j,+50792+19897.9j,+70556.9+62256.1j,+147205+107612j
2000-03-30 08:01:00 EST,+74561.9+43859.9j,+82010.7+47218.3j,+112992+65670.7j,+50802.4+19902j,+69327.2+61171j,+145074+106054j
2000-03-30 09:01:00 EST,+74798.2+43999j,+100889+58087.9j,+114866+66759.7j,+48821.1+19125.8j,+65190.6+57521.1j,+146617+107182j
2000-03-30 10:01:00 EST,+74733.9+43961.1j,+93496.6+53831.4j,+119538+69475.1j,+48082.2+18836.3j,+65285.3+57604.7j,+142328+104047j
2000-03-30 11:01:00 EST,+73675.3+43338.4j,+94336.2+54314.8j,+119181+69267.8j,+50218.2+19673.1j,+68696.4+60614.4j,+140637+102810j
2000-03-30 12:01:00 EST,+74498+43822.4j,+97938.6+56388.9j,+119058+69196.2j,+50063.6+19612.5j,+66381.9+58572.3j,+140368+102614j
2000-03-30 13:01:00 EST,+74862.2+44036.6j,+99727.8+57419.1j,+115717+67254.2j,+49497.1+19390.6j,+67452.7+59517.1j,+140974+103057j
2000-03-30 14:01:00 EST,+74054.6+43561.6j,+88985.1+51233.9j,+116604+67769.7j,+49491+19388.2j,+64774.5+57154j,+140636+102810j
2000-03-30 15:01:00 EST,+74505+43826.5j,+101177+58253.4j,+116045+67444.7j,+50417.6+19751.2j,+65851.6+58104.3j,+142386+104089j
2000-03-30 16:01:00 EST,+74727.9+43957.6j,+85177.6+49041.7j,+114040+66279.5j,+50606+19825j,+69077.4+60950.6j,+142338+104054j
2000-03-30 17:01:00 EST,+74842.5+44025j,+88024.1+50680.5j,+116501+67710.2j,+49278.7+19305j,+67798.9+59822.6j,+144335+105514j
2000-03-30 18:01:00 EST,+74973.1+44101.8j,+80456.4+46323.4j,+117900+68522.9j,+48537.7+19014.8j,+69791.7+61580.9j,+145349+106255j
2000-03-30 19:01:00 EST,+74230.2+43664.8j,+105783+60905.6j,+118609+68935j,+49962.4+19572.9j,+65778.8+58040.1j,+146108+106810j
2000-03-30 20:01:00 EST,+74135.8+43609.3j,+92358+53175.8j,+116753+67856.5j,+49131.8+19247.5j,+68288.7+60254.7j,+140123+102435j
2000-03-30 21:01:00 EST,+74217.7+43657.5j,+92235.1+53105j,+115013+66845.2j,+51312+20101.6j,+68315.6+60278.5j,+147134+107560j
2000-03-30 22:01:00 EST,+74724.9+43955.8j,+82111.5+47276.3j,+114351+66460.4j,+48689.5+19074.2j,+69036.1+60914.2j,+146431+107046j
2000-03-30 23:01:00 EST,+73840+43435.3j,+88506.6+50958.3j,+112427+65342.1j,+50815.9+19907.2j,+65736.7+58003j,+139758+102168j
2000-03-31 00:01:00 EST,+74388.7+43758.1j,+97822.1+56321.8j,+117499+68290.1j,+50281.9+19698.1j,+64854.3+57224.4j,+142640+104275j
2000-03-31 01:01:00 EST,+73802.2+43413.1j,+78728+45328.2j,+116619+67778.6j,+48540.5+19015.9j,+68821.1+60724.5j,+141067+103125j
2000-03-31 02:01:00 EST,+74959.6+44093.9j,+107785+62058.3j,+112877+65603.5j,+47696.8+18685.3j,+69172.9+61034.9j,+141872+103713j
2000-03-31 03:01:00 EST,+74042.4+43554.4j,+90398.7+52047.7j,+117330+68191.8j,+50392.9+19741.5j,+66070.5+58297.5j,+140876+102985j
2000-03-31 04:01:00 EST,+74066.4+43568.5j,+99132.4+57076.2j,+114068+66296.1j,+48643.4+19056.2j,+67498.2+59557.3j,+141656+103555j
2000-03-31 05:01:00 EST,+74906.9+44062.9j,+84493+48647.5j,+118160+68674.2j,+47846+18743.8j,+67883.5+59897.2j,+143095+104607j
2000-03-31 06:01:00 EST,+74824.2+44014.3j,+102901+59246.3j,+113589+66017.8j,+49515.1+19397.7j,+69140.3+61006.2j,+143899+105195j
2000-03-31 07:01:00 EST,+73975.7+43515.1j,+84177.6+48465.9j,+112417+65336.4j,+48551.2+19020j,+69076+60949.4j,+139883+102259j
2000-03-31 08:01:00 EST,+74100.9+43588.8j,+95311.4+54876.3j,+112324+65282.3j,+48979.9+19188j,+67748.6+59778.2j,+141825+103679j
2000-03-31 09:01:00 EST,+74494.8+43820.5j,+103434+59553.1j,+113524+65979.7j,+48821.7+19126j,+70008.7+61772.3j,+141645+103548j
2000-03-31 10:01:00 EST,+74901.9+44059.9j,+97746.6+56278.3j,+119649+69539.6j,+47805.2+18727.8j,+66789.7+58932.1j,+144270+105466j
2000-03-31 11:01:00 EST,+73655.5+43326.8j,+93892.7+54059.4j,+119299+69336j,+49700+19470.1j,+67639+59681.4j,+145803+106587j
2000-03-31 12:01:00 EST,+74227.5+43663.3j,+98272+56580.8j,+114293+66426.9j,+48935.6+19170.7j,+64931.1+57292.2j,+139616+102064j
2000-03-31 13:01:00 EST,+73670.7+43335.7j,+78264.9+45061.6j,+113771+66123.1j,+49113.2+19240.2j,+68823.3+60726.4j,+143802+105124j
2000-03-31 14:01:00 EST,+74073.9+43572.9j,+89615.7+51596.9j,+112378+65313.9j,+50656.2+19844.7j,+68109.9+60097j,+138664+101368j
2000-03-31 15:01:00 EST,+74724+43955.3j,+85353.1+49142.7j,+115699+67244.1j,+48853+19138.3j,+69907.7+61683.2j,+146007+106736j
2000-03-31 16:01:00 EST,+74240.7+43671j,+86168.3+49612j,+112470+65367.1j,+50032.8+19600.5j,+67112.3+59216.7j,+146125+106823j
2000-03-31 17:01:00 EST,+74035.8+43550.5j,+101582+58486.7j,+117084+68048.5j,+50109.2+19630.4j,+69151.9+61016.4j,+145636+106465j
2000-03-31 18:01:00 EST,+74498.1+43822.4j,+103996+59876.3j,+115449+67098.6j,+48235.4+18896.3j,+65483.9+57780j,+149581+109349j
2000-03-31 19:01:00 EST,+73856.1+43444.8j,+84057.3+48396.7j,+116795+67880.8j,+50868.8+19928j,+65119.5+57458.3j,+144438+105589j
2000-03-31 20:01:00 EST,+74829.8+44017.5j,+79528.4+45789.1j,+119338+69359.1j,+50922.4+19949j,+68051.7+60045.6j,+143701+105050j
2000-03-31 21:01:00 EST,+73763.8+43390.5j,+96486.4+55552.8j,+115614+67194.6j,+51386.2+20130.7j,+69187.1+61047.4j,+139070+101665j
2000-03-31 22:01:00 EST,+74037.8+43551.6j,+99025.2+57014.5j,+115983+67408.9j,+51401.9+20136.8j,+68162.3+60143.2j,+146567+107146j
2000-03-31 23:01:00 EST,+74823.2+44013.6j,+103797+59761.7j,+119046+69188.8j,+49413.5+19357.9j,+65080.7+57424.2j,+141662+103560j
2000-04-01 00:01:00 EST,+74659.3+43917.2j,+88633.1+51031.2j,+112460+65361.3j,+49218.7+19281.6j,+69927.4+61700.6j,+141205+103226j
2000-04-01 01:01:00 EST,+73626.4+43309.7j,+75950.8+43729.2j,+111963+65072.7j,+47504.8+18610.1j,+64771+57150.9j,+138499+101247j
2000-04-01 02:01:00 EST,+84156.5+49503.8j,+79118.9+45553.3j,+116354+67624.5j,+50342.1+19721.6j,+68338.4+60298.6j,+139936+102298j
2000-04-01 03:01:00 EST,+74393.5+43760.9j,+80613.6+46413.9j,+113340+65872.6j,+54932.8+21520.1j,+65382+57690j,+138808+101474j
2000-04-01 04:01:00 EST,+80822+47542.3j,+77188.9+44442.1j,+113845+66166.4j,+53500.2+20958.9j,+68377+60332.6j,+138652+101359j
2000-04-01 05:01:00 EST,+75786.5+44580.3j,+76757.1+44193.5j,+113547+65992.9j,+58829.3+23046.5j,+67571.4+59621.8j,+139637+102080j
2000-04-01 06:01:00 EST,+76947.2+45263j,+76607.8+44107.5j,+113411+65914.4j,+48435.1+18974.6j,+64782.3+57160.9j,+139231+101783j
2000-04-01 07:01:00 EST,+74046.8+43556.9j,+80770.1+46504j,+117227+68132j,+60526.9+23711.6j,+67421.1+59489.2j,+138905+101545j
2000-04-01 08:01:00 EST,+76755.1+45150.1j,+80721+46475.7j,+112565+65422.5j,+50517.3+19790.3j,+67055.9+59167j,+138695+101391j
2000-04-01 09:01:00 EST,+77307+45474.7j,+78899.1+45426.8j,+116576+67753.4j,+61577.6+24123.2j,+64776.8+57156j,+138969+101591j
2000-04-01 10:01:00 EST,+83511.1+49124.2j,+80931.5+46596.9j,+116597+67765.9j,+57372.4+22475.8j,+67970.7+59974.1j,+140032+102368j
2000-04-01 11:01:00 EST,+75648.6+44499.2j,+79055+45516.5j,+114583+66595.1j,+59481.7+23302.1j,+66433.2+58617.6j,+138555+101288j
2000-04-01 12:01:00 EST,+77099.1+45352.4j,+77163.9+44427.7j,+115922+67373.4j,+62236.6+24381.3j,+67406.8+59476.6j,+140185+102480j
2000-04-01 13:01:00 EST,+80773.3+47513.7j,+79339.2+45680.1j,+117101+68058.9j,+55295.9+21662.3j,+66445.8+58628.7j,+139553+102018j
2000-04-01 14:01:00 EST,+84309.8+49594j,+77234.6+44468.4j,+114698+66661.8j,+62208.5+24370.3j,+65407.4+57712.4j,+140088+102409j
2000-04-01 15:01:00 EST,+85001.8+50001.1j,+80364.9+46270.7j,+116201+67535.6j,+58694.9+22993.9j,+67617.8+59662.8j,+140008+102351j
2000-04-01 16:01:00 EST,+74035.1+43550j,+81344+46834.4j,+113890+66192.6j,+64134+25124.7j,+67796.8+59820.7j,+139683+102113j
2000-04-01 17:01:00 EST,+79254.6+46620.3j,+78227.1+45039.8j,+115819+67313.7j,+62408.4+24448.6j,+67906.9+59917.8j,+139634+102077j
2000-04-01 18:01:00 EST,+73830.4+43429.6j,+80818.1+46531.6j,+117245+68142.6j,+51955+20353.5j,+67723.6+59756.1j,+139114+101697j
2000-04-01 19:01:00 EST,+75289+44287.6j,+76471.8+44029.2j,+117400+68232.2j,+52237.8+20464.3j,+67616.8+59661.9j,+139512+101988j
2000-04-01 20:01:00 EST,+83777.5+49280.9j,+80508.7+46353.5j,+112192+65205.7j,+49768.6+19497j,+67310+59391.2j,+140214+102501j
2000-04-01 21:01:00 EST,+75468.2+44393.1j,+78032.1+44927.6j,+113205+65794.5j,+56498.6+22133.5j,+68195+60172.1j,+139657+102094j
2000-04-01 22:01:00 EST,+85008.6+50005j,+76015.5+43766.5j,+116994+67996.7j,+54999.5+21546.2j,+68261.1+60230.4j,+139156+101728j
2000-04-01 23:01:00 EST,+76721.9+45130.5j,+76019.9+43769j,+113905+66201.2j,+52540.5+20582.9j,+65488.8+57784.2j,+139800+102199j
2000-04-02 00:01:00 EST,+73994.7+43526.3j,+76464.4+44025j,+115572+67170.1j,+61477.8+24084.1j,+65931.9+58175.2j,+139893+102267j
2000-04-02 01:01:00 EST,+75904.9+44650j,+78444+45164.7j,+115322+67024.8j,+55458.5+21726j,+66631.6+58792.6j,+139178+101744j
2000-04-02 03:01:00 EDT,+80877.7+47575.1j,+75989.7+43751.7j,+113334+65869.6j,+64032.7+25085j,+67944.3+59950.9j,+139013+101623j
2000-04-02 04:01:00 EDT,+84759.1+49858.3j,+77868.2+44833.2j,+117087+68050.5j,+54655.4+21411.4j,+66783.3+58926.4j,+139376+101889j
2000-04-02 05:01:00 EDT,+84913.6+49949.2j,+81352.9+46839.6j,+113236+65812.2j,+63236.7+24773.2j,+67209+59302j,+138854+101507j
