# file...... Load671Power.csv
# date...... Wed Aug 15 12:08:11 2018
# user...... hu000007
# host...... (null)
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,l671:constant_power_A,l671:constant_power_B,l671:constant_power_C,l6711:constant_power_A,l6711:constant_power_B,l6711:constant_power_C
2000-05-29 14:01:00 EDT,+74440+43788.2j,+113913+65586.1j,+119051+69192.2j,+62321.7+24414.7j,+67045.8+59158.1j,+141928+103754j
2000-05-29 15:01:00 EDT,+73296.5+43115.6j,+116694+67187.2j,+115972+67402.6j,+53102.6+20803.1j,+66929.8+59055.7j,+141544+103473j
2000-05-29 16:01:00 EDT,+74028.2+43546j,+118006+67942.8j,+114839+66744.1j,+47639.7+18663j,+67173.7+59270.9j,+141656+103555j
2000-05-29 17:01:00 EDT,+76187.6+44816.2j,+113741+65487.1j,+118014+68589.5j,+51975.7+20361.6j,+66298.7+58498.9j,+141893+103728j
2000-05-29 18:01:00 EDT,+76137.4+44786.7j,+113792+65516.5j,+115358+67045.5j,+50509.1+19787.1j,+69008.9+60890.2j,+141234+103247j
2000-05-29 19:01:00 EDT,+73059.3+42976.1j,+116869+67288.2j,+115744+67270j,+53261.9+20865.5j,+66468+58648.2j,+141168+103198j
2000-05-29 20:01:00 EDT,+75766.3+44568.4j,+113308+65238j,+117987+68573.5j,+58062.3+22746.1j,+67006.9+59123.8j,+141565+103489j
2000-05-29 21:01:00 EDT,+73894.9+43467.6j,+113962+65614.6j,+119322+69349.8j,+49925.6+19558.5j,+67883.6+59897.3j,+142011+103815j
2000-05-29 22:01:00 EDT,+75986.1+44697.7j,+118174+68039.5j,+117581+68337.7j,+46805+18336j,+69117.4+60985.9j,+141911+103742j
2000-05-29 23:01:00 EDT,+75472.3+44395.4j,+115748+66642.8j,+119367+69375.7j,+61979.1+24280.5j,+68313.7+60276.8j,+142033+103831j
2000-05-30 00:01:00 EDT,+76237.6+44845.6j,+114686+66031.6j,+119475+69438.5j,+50094.5+19624.6j,+67538.5+59592.8j,+141423+103385j
2000-05-30 01:01:00 EDT,+73331.3+43136.1j,+116090+66839.5j,+118084+68629.9j,+58337.4+22853.8j,+68997.3+60880j,+141732+103611j
2000-05-30 02:01:00 EDT,+74227.7+43663.3j,+116622+67146j,+116644+67792.8j,+57952.1+22702.9j,+68372.1+60328.4j,+141906+103738j
2000-05-30 03:01:00 EDT,+76590.5+45053.2j,+113809+65526.1j,+114598+66603.8j,+53499.7+20958.7j,+69159.4+61023j,+141709+103594j
2000-05-30 04:01:00 EDT,+76479.3+44987.8j,+118087+67989.3j,+118870+69086.6j,+47259.2+18513.9j,+65658+57933.5j,+141976+103790j
2000-05-30 05:01:00 EDT,+73812.9+43419.4j,+113294+65229.8j,+118160+68674j,+61301.2+24014.9j,+66011.9+58245.8j,+142032+103830j
2000-05-30 06:01:00 EDT,+73987.4+43522j,+117419+67605.1j,+114531+66564.8j,+58596.1+22955.2j,+67585.9+59634.7j,+141546+103475j
2000-05-30 07:01:00 EDT,+75240.2+44258.9j,+118099+67996.6j,+117549+68319j,+63080.5+24711.9j,+68948.6+60837j,+141155+103189j
2000-05-30 08:01:00 EDT,+76120.9+44777j,+114188+65744.9j,+119009+69167.5j,+45711.5+17907.6j,+66796+58937.7j,+141790+103654j
2000-05-30 09:01:00 EDT,+72803+42825.3j,+113742+65487.9j,+114615+66614j,+61254.9+23996.8j,+67761+59789.1j,+141485+103430j
2000-05-30 10:01:00 EDT,+73929.4+43487.9j,+118492+68222.7j,+115070+66878.3j,+49356.5+19335.5j,+68266.7+60235.3j,+141221+103238j
2000-05-30 11:01:00 EDT,+75970.8+44688.7j,+115471+66483.5j,+116356+67625.9j,+61026.6+23907.3j,+65850.5+58103.3j,+141867+103710j
2000-05-30 12:01:00 EDT,+75549.6+44440.9j,+116487+67068.2j,+117686+68398.8j,+47255.1+18512.3j,+68407.4+60359.5j,+141162+103195j
2000-05-30 13:01:00 EDT,+72945.7+42909.2j,+114748+66066.7j,+116329+67609.8j,+51853.1+20313.6j,+66531+58703.9j,+141736+103614j
2000-05-30 14:01:00 EDT,+74071.5+43571.5j,+115592+66553.2j,+117072+68042j,+45298.4+17745.8j,+67184+59280j,+141308+103301j
2000-05-30 15:01:00 EDT,+73403+43178.2j,+117022+67376.2j,+116603+67769.5j,+58404.4+22880.1j,+68355.5+60313.6j,+141512+103450j
2000-05-30 16:01:00 EDT,+75446.5+44380.3j,+114445+65892.4j,+116646+67794.3j,+49253+19295j,+66249.9+58455.8j,+141950+103771j
2000-05-30 17:01:00 EDT,+73165.1+43038.3j,+114878+66142j,+114501+66547.9j,+56990.4+22326.1j,+67473.2+59535.2j,+141107+103154j
2000-05-30 18:01:00 EDT,+73050.5+42970.9j,+114733+66058.2j,+116655+67799.6j,+62124.7+24337.5j,+68499.9+60441.1j,+141464+103415j
2000-05-30 19:01:00 EDT,+76090.6+44759.2j,+114728+66055.5j,+114002+66257.6j,+56840+22267.2j,+67207.3+59300.5j,+141265+103270j
2000-05-30 20:01:00 EDT,+74224.5+43661.5j,+117157+67453.9j,+113934+66218.1j,+52175.8+20440j,+68741.1+60653.9j,+141530+103463j
2000-05-30 21:01:00 EDT,+72907.6+42886.8j,+118229+68071.2j,+114027+66271.8j,+50562.5+19808j,+67281.3+59365.9j,+141384+103357j
2000-05-30 22:01:00 EDT,+75148.1+44204.8j,+116295+66957.6j,+118726+69003.4j,+54104+21195.4j,+69033.9+60912.3j,+141646+103548j
2000-05-30 23:01:00 EDT,+75075.6+44162.1j,+114089+65687.6j,+114216+66381.9j,+59015.3+23119.4j,+68950.5+60838.7j,+141149+103185j
2000-05-31 00:01:00 EDT,+74699.1+43940.7j,+116266+66941j,+115462+67106j,+56259.6+22039.9j,+67447.3+59512.3j,+141360+103339j
2000-05-31 01:01:00 EDT,+73610.1+43300.1j,+116750+67219.6j,+118726+69003j,+48201.3+18883j,+66837.8+58974.6j,+141307+103301j
2000-05-31 02:01:00 EDT,+74362.6+43742.7j,+114656+66014.3j,+114682+66652.7j,+53980.6+21147j,+67281.9+59366.4j,+141238+103250j
2000-05-31 03:01:00 EDT,+74422.2+43777.8j,+114993+66208.3j,+116829+67900.5j,+48199.9+18882.4j,+68133.8+60118.1j,+141199+103222j
2000-05-31 04:01:00 EDT,+75838+44610.6j,+115952+66760.1j,+116487+67701.8j,+58078.5+22752.4j,+66548.9+58719.6j,+141987+103798j
2000-05-31 05:01:00 EDT,+75380.7+44341.6j,+117199+67478.1j,+117710+68412.4j,+50397.5+19743.3j,+68537.7+60474.5j,+141380+103354j
2000-05-31 06:01:00 EDT,+72804.7+42826.3j,+115947+66757.6j,+117544+68316.2j,+55582.9+21774.7j,+68403.2+60355.8j,+141918+103747j
2000-05-31 07:01:00 EDT,+75103.3+44178.4j,+114395+65863.8j,+114750+66692.3j,+45349.1+17765.6j,+66041.1+58271.5j,+141302+103297j
2000-05-31 08:01:00 EDT,+75115.4+44185.5j,+114665+66019.2j,+118915+69112.7j,+49926.7+19558.9j,+65891.5+58139.6j,+141195+103218j
2000-05-31 09:01:00 EDT,+75255.4+44267.9j,+115939+66752.8j,+119194+69275.1j,+60618.1+23747.3j,+67265.6+59352j,+141927+103754j
2000-05-31 10:01:00 EDT,+75545.5+44438.5j,+118543+68252.1j,+115772+67286.3j,+45527.4+17835.5j,+66501.4+58677.7j,+141532+103465j
2000-05-31 11:01:00 EDT,+74687.2+43933.6j,+113438+65312.9j,+115730+67261.7j,+46992.7+18409.5j,+67394.2+59465.5j,+141932+103757j
2000-05-31 12:01:00 EDT,+73524+43249.4j,+118522+68240.1j,+114428+66504.9j,+56632+22185.7j,+65883.5+58132.5j,+141436+103395j
2000-05-31 13:01:00 EDT,+76332.2+44901.3j,+114159+65728.1j,+114239+66395.3j,+49133+19248j,+68498+60439.4j,+141044+103108j
2000-05-31 14:01:00 EDT,+75537+44433.5j,+117296+67534.1j,+117793+68461j,+59220.1+23199.6j,+67473.4+59535.3j,+141516+103453j
2000-05-31 15:01:00 EDT,+73142.5+43025j,+114751+66068.6j,+117859+68499.4j,+49000.3+19196j,+69155.6+61019.6j,+141708+103593j
2000-05-31 16:01:00 EDT,+74811.1+44006.5j,+115164+66306.6j,+116044+67444.1j,+60852+23838.9j,+69304.6+61151.1j,+141778+103645j
2000-05-31 17:01:00 EDT,+73032.6+42960.3j,+117950+67910.5j,+115284+67002.5j,+45732.3+17915.8j,+65607.1+57888.6j,+141913+103743j
2000-05-31 18:01:00 EDT,+75168.1+44216.5j,+113558+65381.9j,+115587+67179.1j,+62070.7+24316.3j,+65715.2+57984j,+141851+103698j
2000-05-31 19:01:00 EDT,+75869.9+44629.4j,+115053+66242.5j,+116494+67706j,+59453+23290.9j,+65998.9+58234.4j,+141151+103186j
2000-05-31 20:01:00 EDT,+74220.2+43658.9j,+116655+67165.2j,+114710+66669j,+62959.8+24664.7j,+69208.3+61066.1j,+141098+103147j
2000-05-31 21:01:00 EDT,+76214.6+44832.1j,+117896+67879.5j,+119322+69349.8j,+58322.2+22847.9j,+67201.3+59295.2j,+141194+103218j
2000-05-31 22:01:00 EDT,+74761.3+43977.3j,+114561+65959.4j,+117626+68363.8j,+58154.2+22782.1j,+68684.8+60604.2j,+142032+103831j
2000-05-31 23:01:00 EDT,+76105.5+44768j,+117590+67703.2j,+117438+68254.6j,+48782.2+19110.6j,+65925.8+58169.8j,+142034+103832j
2000-06-01 00:01:00 EDT,+72813+42831.2j,+114925+66169.2j,+119323+69350j,+60395.5+23660.1j,+66461.1+58642.2j,+141825+103679j
2000-06-01 01:01:00 EDT,+75037.7+44139.8j,+113991+65631.1j,+119350+69365.8j,+47577.3+18638.5j,+67882.8+59896.6j,+141149+103185j
2000-06-01 02:01:00 EDT,+74415.1+43773.6j,+116078+66832.5j,+118623+68943.4j,+45177.2+17698.3j,+68512.9+60452.5j,+141339+103323j
2000-06-01 03:01:00 EDT,+74972.3+44101.4j,+115312+66391.9j,+118537+68893.5j,+49040.6+19211.8j,+67059.6+59170.2j,+141596+103512j
2000-06-01 04:01:00 EDT,+75557.4+44445.5j,+113962+65614.6j,+117486+68282.5j,+47465.3+18594.6j,+68626.9+60553.2j,+142034+103832j
2000-06-01 05:01:00 EDT,+73812.7+43419.2j,+116374+67003.3j,+114842+66745.8j,+59047.7+23132.1j,+67180.5+59276.9j,+141393+103363j
2000-06-01 06:01:00 EDT,+76138.8+44787.5j,+118030+67956.6j,+117690+68400.8j,+61758.8+24194.2j,+68998.5+60881j,+141610+103521j
2000-06-01 07:01:00 EDT,+76593+45054.7j,+113920+65590.3j,+115617+67196.4j,+51478+20166.6j,+66889.7+59020.3j,+141504+103444j
2000-06-01 08:01:00 EDT,+75553.5+44443.2j,+113739+65485.9j,+117563+68327j,+58198.8+22799.5j,+69235.9+61090.5j,+142021+103822j
2000-06-01 09:01:00 EDT,+73496.9+43233.5j,+116122+66858.2j,+118800+69045.9j,+60030.5+23517.1j,+68796+60702.3j,+141685+103577j
2000-06-01 10:01:00 EDT,+76619.8+45070.5j,+118343+68137j,+114747+66690.5j,+52265.9+20475.3j,+67086.7+59194.1j,+142049+103843j
2000-06-01 11:01:00 EDT,+72815.3+42832.6j,+115325+66399.1j,+115438+67092.1j,+60371.9+23650.9j,+67909.6+59920.2j,+141948+103769j
2000-06-01 12:01:00 EDT,+72900+42882.3j,+114251+65780.8j,+113951+66227.9j,+52137.7+20425.1j,+66884+59015.3j,+141460+103412j
2000-06-01 13:01:00 EDT,+74926.8+44074.6j,+118166+68034.9j,+115657+67219.7j,+45144.3+17685.4j,+69492.8+61317.2j,+141969+103785j
2000-06-01 14:01:00 EDT,+73485.4+43226.7j,+113937+65600.3j,+118466+68852.1j,+58861+23059j,+65752.9+58017.3j,+141730+103610j
2000-06-01 15:01:00 EDT,+73371.4+43159.7j,+113633+65424.8j,+119125+69234.9j,+62266.6+24393.1j,+68267.9+60236.3j,+142000+103807j
2000-06-01 16:01:00 EDT,+75003.2+44119.5j,+113546+65374.9j,+114598+66604.2j,+51050.9+19999.3j,+69563.9+61379.9j,+141416+103380j
2000-06-01 17:01:00 EDT,+75588.7+44463.9j,+113649+65434.1j,+118420+68825.1j,+50634+19836j,+68229.5+60202.5j,+141741+103618j
2000-06-01 18:01:00 EDT,+75667.2+44510.1j,+115264+66364.1j,+114480+66535.5j,+49056.4+19218j,+68224.8+60198.3j,+141274+103276j
2000-06-01 19:01:00 EDT,+75041+44141.8j,+114055+65668.1j,+116218+67545.5j,+46390.4+18173.6j,+69245.3+61098.8j,+141808+103667j
2000-06-01 20:01:00 EDT,+73920.6+43482.7j,+115033+66230.9j,+114621+66617.5j,+56792.1+22248.5j,+68487.8+60430.4j,+141708+103593j
2000-06-01 21:01:00 EDT,+73766.3+43391.9j,+113612+65413.1j,+115048+66865.7j,+50038.1+19602.6j,+67546.3+59599.7j,+141798+103659j
2000-06-01 22:01:00 EDT,+76260.4+44859.1j,+117760+67801.3j,+117046+68027j,+58893.2+23071.6j,+69479.3+61305.3j,+141422+103384j
2000-06-01 23:01:00 EDT,+76516.9+45009.9j,+113521+65360.5j,+117748+68434.8j,+54004.1+21156.2j,+67541.1+59595.1j,+141840+103690j
2000-06-02 00:01:00 EDT,+73245.4+43085.5j,+118216+68063.9j,+117142+68082.6j,+50019.7+19595.3j,+66136.7+58355.9j,+141807+103666j
2000-06-02 01:01:00 EDT,+75751.3+44559.6j,+118272+68095.7j,+118645+68956.3j,+55332.4+21676.6j,+68059.3+60052.3j,+141623+103531j
2000-06-02 02:01:00 EDT,+74351.2+43736j,+115227+66342.6j,+115997+67416.9j,+53292.8+20877.6j,+66704.7+58857j,+142067+103856j
2000-06-02 03:01:00 EDT,+74429.8+43782.3j,+117817+67833.8j,+114164+66351.6j,+47119.2+18459.1j,+65595.1+57878j,+141545+103474j
2000-06-02 04:01:00 EDT,+74007.4+43533.8j,+114350+65838.1j,+118939+69126.7j,+45795.3+17940.4j,+68845.4+60746j,+141156+103190j
2000-06-02 05:01:00 EDT,+73419.9+43188.2j,+113320+65244.8j,+116110+67482.6j,+62098.4+24327.2j,+66252.2+58457.8j,+141695+103584j
2000-06-02 06:01:00 EDT,+75802.4+44589.7j,+116385+67009.8j,+118825+69060.8j,+61536.8+24107.2j,+67826.5+59846.9j,+142034+103832j
2000-06-02 07:01:00 EDT,+75914.4+44655.5j,+116910+67312j,+115837+67323.9j,+53728.9+21048.4j,+67086.7+59194.2j,+141086+103138j
2000-06-02 08:01:00 EDT,+76481.2+44988.9j,+117786+67816j,+117168+68097.4j,+59141.3+23168.8j,+67643.5+59685.5j,+141557+103483j
2000-06-02 09:01:00 EDT,+76626+45074.1j,+118571+68268.3j,+119675+69554.9j,+63277.6+24789.2j,+69585+61398.5j,+142083+103867j
2000-06-02 10:01:00 EDT,+76210.3+44829.6j,+115645+66583.3j,+118982+69151.7j,+69684.5+27299.1j,+69612+61422.4j,+142176+103936j
2000-06-02 11:01:00 EDT,+76336.9+44904j,+118315+68121j,+119625+69525.7j,+68726.7+26923.9j,+69591+61403.8j,+143401+104831j
2000-06-02 12:01:00 EDT,+76495.7+44997.5j,+116882+67295.6j,+118860+69081.2j,+74212.5+29072.9j,+69602.6+61414j,+142105+103884j
2000-06-02 13:01:00 EDT,+76583.8+45049.3j,+117871+67865j,+119383+69384.8j,+74534.2+29199j,+69601.8+61413.4j,+143558+104946j
2000-06-02 14:01:00 EDT,+76511.4+45006.7j,+118443+68194.3j,+117896+68520.9j,+65737.2+25752.7j,+69604.8+61416j,+143070+104589j
2000-06-02 15:01:00 EDT,+76441.4+44965.6j,+116725+67205.4j,+118639+68952.7j,+67966.3+26626j,+69602.8+61414.2j,+143499+104902j
2000-06-02 16:01:00 EDT,+76532.2+45018.9j,+116083+66835.9j,+119566+69491.4j,+72885.2+28553j,+69591.9+61404.6j,+143932+105219j
2000-06-02 17:01:00 EDT,+76288.1+44875.3j,+116472+67059.5j,+118686+68979.7j,+69668.6+27292.9j,+69604.3+61415.5j,+143251+104721j
2000-06-02 18:01:00 EDT,+76442.7+44966.3j,+116862+67284.2j,+119612+69518j,+71350.5+27951.7j,+69608.2+61419j,+142880+104450j
2000-06-02 19:01:00 EDT,+76099.5+44764.4j,+118308+68116.8j,+119041+69186.4j,+74316.8+29113.8j,+69594.6+61407j,+142282+104013j
2000-06-02 20:01:00 EDT,+76066.3+44744.9j,+117067+67402.1j,+119408+69399.8j,+65745.4+25755.9j,+69610.6+61421.1j,+144206+105420j
2000-06-02 21:01:00 EDT,+76277+44868.8j,+115221+66339.6j,+117787+68457.2j,+70389.9+27575.4j,+69611.7+61422.1j,+142644+104278j
2000-06-02 22:01:00 EDT,+76376.7+44927.5j,+115235+66347.4j,+117177+68102.7j,+70562.6+27643.1j,+69599.1+61411j,+144220+105430j
2000-06-02 23:01:00 EDT,+76602+45060j,+117418+67604.1j,+118798+69045.2j,+74406.7+29149j,+69614.2+61424.3j,+144156+105383j
2000-06-03 00:01:00 EDT,+76367.4+44922j,+117119+67432.4j,+119185+69270j,+72330.7+28335.7j,+69613+61423.3j,+143205+104688j
2000-06-03 01:01:00 EDT,+76379.3+44929j,+117121+67433.5j,+117064+68037j,+70551.4+27638.7j,+69587.9+61401.1j,+144092+105336j
2000-06-03 02:01:00 EDT,+76294.7+44879.2j,+118419+68180.6j,+118024+68595.1j,+71032.2+27827.1j,+69595.5+61407.8j,+144119+105356j
2000-06-03 03:01:00 EDT,+76558.9+45034.6j,+118347+68139.1j,+117577+68335.4j,+66928.4+26219.4j,+69610+61420.6j,+144104+105345j
2000-06-03 04:01:00 EDT,+76336.7+44903.9j,+117542+67675.6j,+117400+68232.6j,+69858.6+27367.3j,+69610+61420.6j,+143020+104552j
2000-06-03 05:01:00 EDT,+76058.7+44740.4j,+117660+67743.8j,+117561+68326.2j,+72625.5+28451.2j,+69604+61415.3j,+142908+104470j
2000-06-03 06:01:00 EDT,+76489.4+44993.7j,+117760+67801.3j,+117873+68507.2j,+65171.3+25531j,+69607.5+61418.4j,+143145+104644j
2000-06-03 07:01:00 EDT,+76332.5+44901.5j,+115444+66468j,+117286+68166.4j,+66655+26112.3j,+69602.7+61414.1j,+142406+104104j
2000-06-03 08:01:00 EDT,+76177.7+44810.4j,+115213+66334.8j,+118455+68845.4j,+64556.9+25290.3j,+69614.5+61424.6j,+144014+105279j
2000-06-03 09:01:00 EDT,+76452+44971.8j,+118273+68096.5j,+117600+68348.5j,+64212.4+25155.4j,+69606.4+61417.4j,+143303+104759j
2000-06-03 10:01:00 EDT,+76094.6+44761.5j,+116608+67137.8j,+117019+68011j,+71255.7+27914.6j,+69599.5+61411.3j,+142189+103945j
2000-06-03 11:01:00 EDT,+76073.2+44749j,+117823+67837.4j,+117494+68287.4j,+67812.1+26565.6j,+69593.2+61405.8j,+142512+104181j
2000-06-03 12:01:00 EDT,+76313.4+44890.3j,+115863+66709.1j,+117040+68023.2j,+64902+25425.5j,+69609.4+61420.1j,+142911+104473j
2000-06-03 13:01:00 EDT,+76323.9+44896.4j,+116401+67018.6j,+117237+68138j,+68090.5+26674.6j,+69613.9+61424j,+142919+104478j
2000-06-03 14:01:00 EDT,+76341+44906.5j,+117019+67374.7j,+117555+68322.3j,+69555.2+27248.4j,+69605.1+61416.3j,+142433+104124j
2000-06-03 15:01:00 EDT,+76484+44990.6j,+115442+66466.8j,+119172+69262.2j,+66954.1+26229.4j,+69612+61422.4j,+142347+104061j
2000-06-03 16:01:00 EDT,+76130.2+44782.5j,+118538+68248.9j,+119345+69363.1j,+66745.4+26147.7j,+69598.2+61410.2j,+143698+105049j
2000-06-03 17:01:00 EDT,+76591.7+45053.9j,+116103+66847.2j,+118203+68699j,+73420.4+28762.6j,+69600+61411.7j,+142758+104361j
2000-06-03 18:01:00 EDT,+76216.9+44833.5j,+115401+66442.8j,+118467+68852.7j,+66936.5+26222.6j,+69605.3+61416.4j,+142798+104390j
2000-06-03 19:01:00 EDT,+76091+44759.4j,+118546+68253.8j,+118511+68878.4j,+68620.3+26882.2j,+69587.2+61400.4j,+142346+104060j
2000-06-03 20:01:00 EDT,+76135+44785.3j,+116343+66985.4j,+117564+68327.7j,+72694.3+28478.2j,+69609.4+61420.1j,+143969+105247j
2000-06-03 21:01:00 EDT,+76091.9+44760j,+117063+67400.2j,+119414+69402.8j,+63740.5+24970.5j,+69602.1+61413.7j,+142653+104284j
2000-06-03 22:01:00 EDT,+76249.5+44852.6j,+117815+67832.9j,+118742+69012.2j,+64208.7+25153.9j,+69610.5+61421.1j,+142211+103961j
2000-06-03 23:01:00 EDT,+76549+45028.8j,+118483+68217.2j,+119670+69552j,+67362.2+26389.3j,+69593+61405.6j,+142870+104443j
2000-06-04 00:01:00 EDT,+76155.4+44797.3j,+115861+66707.9j,+119254+69309.9j,+67320.4+26372.9j,+69602.3+61413.8j,+143099+104611j
2000-06-04 01:01:00 EDT,+76548.6+45028.6j,+118300+68111.8j,+117325+68189j,+69223.4+27118.4j,+69589.1+61402.1j,+143631+104999j
2000-06-04 02:01:00 EDT,+76539.9+45023.5j,+118232+68073j,+118179+68685.5j,+66610.7+26094.9j,+69592.1+61404.8j,+142614+104256j
2000-06-04 03:01:00 EDT,+76416.6+44951j,+115033+66230.9j,+117579+68336.7j,+73224+28685.7j,+69613.8+61423.9j,+143614+104986j
2000-06-04 04:01:00 EDT,+76288.8+44875.8j,+116137+66866.7j,+119430+69412.3j,+66696.2+26128.4j,+69610.2+61420.8j,+143553+104942j
2000-06-04 05:01:00 EDT,+76496.2+44997.7j,+118115+68005.6j,+118294+68752.3j,+70386.9+27574.2j,+69585.8+61399.3j,+142939+104493j
2000-06-04 06:01:00 EDT,+76310.3+44888.4j,+117287+67528.8j,+119419+69405.9j,+73055.7+28619.8j,+69594+61406.5j,+142545+104205j
2000-06-04 07:01:00 EDT,+76302.5+44883.8j,+117117+67431j,+119130+69237.8j,+71436.1+27985.3j,+69596.8+61408.9j,+142238+103981j
2000-06-04 08:01:00 EDT,+76509.8+45005.8j,+118061+67974.5j,+119035+69182.9j,+70189.8+27497j,+69603.9+61415.2j,+142348+104061j
2000-06-04 09:01:00 EDT,+76081+44753.5j,+116512+67082.4j,+117421+68244.4j,+64840.5+25401.4j,+69610.8+61421.3j,+142977+104521j
2000-06-04 10:01:00 EDT,+76517.2+45010.1j,+115096+66267.6j,+119596+69508.9j,+64580.8+25299.7j,+69586.6+61399.9j,+144081+105328j
2000-06-04 11:01:00 EDT,+76433.7+44961j,+118344+68137.3j,+117494+68286.8j,+73342.2+28732j,+69606.2+61417.2j,+143930+105218j
2000-06-04 12:01:00 EDT,+76133.8+44784.6j,+116043+66812.4j,+117355+68206.2j,+70232.6+27513.8j,+69610.1+61420.7j,+143254+104723j
2000-06-04 13:01:00 EDT,+76413.8+44949.3j,+117673+67751.1j,+118540+68895.3j,+74077.2+29019.9j,+69614.4+61424.5j,+143009+104544j
2000-06-04 14:01:00 EDT,+76296.9+44880.5j,+115424+66456.2j,+119134+69240.5j,+63642.4+24932.1j,+69585.8+61399.3j,+142384+104088j
2000-06-04 15:01:00 EDT,+76476+44985.9j,+115166+66307.5j,+118472+68855.3j,+67123.7+26295.9j,+69611+61421.5j,+142187+103944j
2000-06-04 16:01:00 EDT,+76192.5+44819.1j,+117194+67475.1j,+118813+69053.6j,+71600.5+28049.7j,+69597.9+61409.9j,+144127+105362j
2000-06-04 17:01:00 EDT,+76222+44836.5j,+116554+67107.1j,+119396+69392.7j,+74440.5+29162.2j,+69591.1+61403.9j,+143313+104767j
2000-06-04 18:01:00 EDT,+76489.3+44993.7j,+117241+67502.7j,+117590+68343j,+74847.2+29321.6j,+69609.1+61419.8j,+142989+104530j
2000-06-04 19:01:00 EDT,+76136.1+44785.9j,+117873+67866.4j,+117745+68432.9j,+63388.3+24832.5j,+69589.2+61402.3j,+142578+104230j
2000-06-04 20:01:00 EDT,+76137.7+44786.9j,+117853+67854.7j,+117131+68076.3j,+72642.3+28457.8j,+69595.5+61407.8j,+143166+104659j
2000-06-04 21:01:00 EDT,+76079.3+44752.5j,+117914+67889.8j,+117222+68129j,+69203.9+27110.8j,+69594.6+61407j,+142572+104225j
2000-06-04 22:01:00 EDT,+76201.6+44824.5j,+116652+67163j,+117702+68407.8j,+64771.8+25374.5j,+69602.3+61413.8j,+144037+105296j
2000-06-04 23:01:00 EDT,+76237.5+44845.6j,+117951+67911.4j,+116983+67990.4j,+74039.7+29005.3j,+69592.1+61404.8j,+142988+104529j
2000-06-05 00:01:00 EDT,+76162.2+44801.3j,+116308+66965.5j,+117883+68513.3j,+69149.8+27089.6j,+69609.9+61420.5j,+142111+103888j
2000-06-05 01:01:00 EDT,+76347.4+44910.3j,+116671+67174.4j,+119355+69368.7j,+71154.3+27874.9j,+69586.5+61399.9j,+143414+104841j
2000-06-05 02:01:00 EDT,+76349.8+44911.7j,+118344+68137.3j,+119485+69444.1j,+75422.5+29546.9j,+69605.4+61416.5j,+143779+105107j
2000-06-05 03:01:00 EDT,+76174.1+44808.3j,+116492+67071.3j,+119577+69498j,+69966.7+27409.6j,+69593.2+61405.8j,+142243+103984j
2000-06-05 04:01:00 EDT,+76069.2+44746.6j,+116862+67284.1j,+118034+68601.2j,+69506.1+27229.2j,+69607.1+61418j,+143500+104903j
2000-06-05 05:01:00 EDT,+76374.8+44926.4j,+115457+66475j,+119135+69240.9j,+67154+26307.7j,+69593.8+61406.3j,+143894+105192j
2000-06-05 06:01:00 EDT,+76155.4+44797.3j,+116751+67220.5j,+119034+69181.9j,+67100.3+26286.7j,+69609.6+61420.3j,+143104+104614j
2000-06-05 07:01:00 EDT,+76510.6+45006.2j,+117163+67457.5j,+117395+68229.4j,+73288.6+28711j,+69611.1+61421.6j,+143802+105124j
2000-06-05 08:01:00 EDT,+76262.6+44860.4j,+116652+67163j,+117315+68183.3j,+71041.6+27830.7j,+69598.5+61410.4j,+143170+104662j
2000-06-05 09:01:00 EDT,+76419.1+44952.4j,+117061+67398.9j,+119672+69553.1j,+67030.1+26259.2j,+69606.4+61417.4j,+143674+105031j
2000-06-05 10:01:00 EDT,+76336.6+44903.9j,+115104+66271.8j,+117416+68241.5j,+73717.6+28879j,+69602.6+61414j,+143384+104819j
2000-06-05 11:01:00 EDT,+76556.1+45033j,+114917+66164.6j,+117553+68321.3j,+67296.2+26363.4j,+69598.1+61410.1j,+144024+105287j
2000-06-05 12:01:00 EDT,+76355.1+44914.8j,+117114+67429.1j,+118486+68863.7j,+73107.1+28639.9j,+69587.2+61400.5j,+143747+105084j
2000-06-05 13:01:00 EDT,+76101.3+44765.5j,+115858+66706.1j,+118619+68940.7j,+67661+26506.4j,+69592.3+61405j,+144009+105275j
2000-06-05 14:01:00 EDT,+76171.7+44806.9j,+118126+68011.9j,+119441+69418.4j,+73601.4+28833.5j,+69589.4+61402.5j,+142882+104452j
2000-06-05 15:01:00 EDT,+76171.5+44806.8j,+115220+66338.6j,+117709+68411.8j,+64436.5+25243.2j,+69595.2+61407.5j,+143983+105256j
2000-06-05 16:01:00 EDT,+76178.9+44811.1j,+117828+67840.2j,+118061+68616.8j,+71801+28128.2j,+69600.5+61412.2j,+143854+105162j
2000-06-05 17:01:00 EDT,+76379.7+44929.3j,+116006+66791.5j,+118428+68829.7j,+72086.5+28240.1j,+69596.8+61408.9j,+143196+104681j
2000-06-05 18:01:00 EDT,+76622.6+45072.1j,+116199+66902.2j,+118783+69036.4j,+63662.9+24940.1j,+69599.1+61411j,+142791+104386j
2000-06-05 19:01:00 EDT,+76101.4+44765.5j,+116802+67249.6j,+117932+68542j,+74751.5+29284.1j,+69611.6+61422j,+144054+105308j
